web-scraper-order,Car Model,Old Price,Price Change,New Price,date_range
1680210890-213,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"317,000
EGP","trending_up
+28,000
EGP","345,000
EGP",1/9/2022
1680210890-214,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"312,000
EGP","trending_up
+5,000
EGP","317,000
EGP",1/8/2022
1680210890-215,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"306,000
EGP","trending_up
+6,000
 EGP","312,000
EGP",2/7/2022
1680210890-216,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"301,000
EGP","trending_up
+5,000
EGP","306,000
EGP",16/06/2022
1680210890-217,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"296,000
EGP","trending_up
+5,000
EGP","301,000
EGP",1/6/2022
1680210890-218,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"286,000
EGP","trending_up
+10,000
EGP","296,000
EGP",7/4/2022
1680210890-219,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"261,000
EGP","trending_up
+25,000
EGP","286,000
EGP",21/03/2022
1680210890-220,Hyundai Accent RB A/T / DAB ABS TINTED GLASS 2022,"246,000
EGP","trending_up
+15,000
EGP","261,000
EGP",1/3/2022
1680210890-221,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"360,000
EGP","trending_up
+17,000
EGP","377,000
EGP",31/10/2022
1680210890-222,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"355,000
EGP","trending_up
+5,000
EGP","360,000
EGP",30/09/2022
1680210890-223,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"35,500
EGP","trending_up
+319,500
EGP","355,000
EGP",1/9/2022
1680210890-224,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"327,000
EGP","trending_down
-291,500
EGP","35,500
EGP",1/9/2022
1680210890-225,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"322,000
EGP","trending_up
+5,000
EGP","327,000
EGP",1/8/2022
1680210890-226,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"316,000
EGP","trending_up
+6,000
EGP","322,000
EGP",2/7/2022
1680210890-227,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"311,000
EGP","trending_up
+5,000
EGP","316,000
EGP",16/06/2022
1680210890-228,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"306,000
EGP","trending_up
+5,000
EGP","311,000
EGP",1/6/2022
1680210890-229,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"296,000
EGP","trending_up
+10,000
EGP","306,000
EGP",7/4/2022
1680210890-230,Hyundai Accent RB A/T / DAB ABS PLUS TINTED GLASS 2022,"271,000
EGP","trending_up
+25,000
EGP","296,000
EGP",21/03/2022
1680210890-231,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"370,000
EGP","trending_up
+17,000
EGP","387,000
EGP",31/10/2022
1680210890-232,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"365,000
EGP","trending_up
+5,000
EGP","370,000
EGP",30/09/2022
1680210890-233,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"337,000
EGP","trending_up
+28,000
EGP","365,000
EGP",1/9/2022
1680210890-234,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"332,000
EGP","trending_up
+5,000
 EGP","337,000
EGP",1/8/2022
1680210890-235,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"326,000
EGP","trending_up
+6,000
EGP","332,000
EGP",2/7/2022
1680210890-236,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"321,000
EGP","trending_up
+5,000
EGP","326,000
EGP",16/06/2022
1680210890-237,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"316,000
EGP","trending_up
+5,000
EGP","321,000
EGP",1/6/2022
1680210890-238,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"306,000
EGP","trending_up
+10,000
EGP","316,000
EGP",7/4/2022
1680210890-239,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"281,000
EGP","trending_up
+25,000
EGP","306,000
EGP",21/03/2022
1680210890-240,Hyundai Accent RB A/T / Highline TINTED GLASS 2022,"266,000
EGP","trending_up
+15,000
EGP","281,000
EGP",1/3/2022
1680210890-241,Chery Tiggo 3 Automtic 2022,"437,000
EGP","trending_up
+34,000
EGP","471,000
EGP",15/01/2023
1680210890-242,Chery Tiggo 3 Automtic 2022,"387,000
EGP","trending_up
+50,000
EGP","437,000
EGP",11/1/2023
1680210890-243,Chery Tiggo 3 Automtic 2022,"377,000
EGP","trending_up
+10,000
EGP","387,000
EGP",2/1/2023
1680210890-244,Chery Tiggo 3 Automtic 2022,"372,000
EGP","trending_up
+5,000
EGP","377,000
EGP",20/12/2022
1680210890-245,Chery Tiggo 3 Automtic 2022,"347,000
EGP","trending_up
+25,000
EGP","372,000
EGP",31/10/2022
1680210890-246,Chery Tiggo 3 Automtic 2022,"322,000
EGP","trending_up
+25,000
EGP","347,000
EGP",30/09/2022
1680210890-247,Chery Tiggo 3 Automtic 2022,"302,000
EGP","trending_up
+20,000
EGP","322,000
EGP",1/9/2022
1680210890-248,Chery Tiggo 3 Automtic 2022,"297,000
EGP","trending_up
+5,000
EGP","302,000
EGP",25/08/2022
1680210890-249,Chery Tiggo 3 Automtic 2022,"290,000
EGP","trending_up
+7,000
EGP","297,000
EGP",26/04/2022
1680210890-250,Chery Tiggo 3 Automtic 2022,"275,000
EGP","trending_up
+15,000
EGP","290,000
EGP",7/4/2022
1680210890-251,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"377,000
EGP","trending_up
+40,000
EGP","417,000
EGP",31/10/2022
1680210890-252,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"372,000
EGP","trending_up
+5,000
EGP","377,000
EGP",30/09/2022
1680210890-253,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"332,000
EGP","trending_up
+40,000
EGP","372,000
EGP",1/9/2022
1680210890-254,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"322,000
EGP","trending_up
+10,000
EGP","332,000
EGP",1/8/2022
1680210890-255,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"317,000
EGP","trending_up
+5,000
EGP","322,000
EGP",2/7/2022
1680210890-256,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"312,000
EGP","trending_up
+5,000
EGP","317,000
EGP",16/06/2022
1680210890-257,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"307,000
EGP","trending_up
+5,000
EGP","312,000
EGP",1/6/2022
1680210890-258,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"295,000
EGP","trending_up
+12,000
EGP","307,000
EGP",7/4/2022
1680210890-259,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"275,000
EGP","trending_up
+20,000
EGP","295,000
EGP",21/03/2022
1680210890-260,Hyundai Elantra HD Automatic / GL / TINTED GLASS 2022,"254,900
EGP","trending_up
+20,100
EGP","275,000
EGP",1/3/2022
1680210890-261,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"387,000
EGP","trending_up
+40,000
EGP","427,000
EGP",31/10/2022
1680210890-262,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"382,000
EGP","trending_up
+5,000
EGP","387,000
EGP",30/09/2022
1680210890-263,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"342,000
EGP","trending_up
+40,000
EGP","382,000
EGP",1/9/2022
1680210890-264,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"329,000
EGP","trending_up
+13,000
EGP","342,000
EGP",1/8/2022
1680210890-265,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"324,000
EGP","trending_up
 +5,000
EGP","329,000
EGP",2/7/2022
1680210890-266,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"319,000
EGP","trending_up
+5,000
EGP","324,000
EGP",16/06/2022
1680210890-267,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"314,000
EGP","trending_up
+5,000
EGP","319,000
EGP",1/6/2022
1680210890-268,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"302,000
EGP","trending_up
+12,000
EGP","314,000
EGP",7/4/2022
1680210890-269,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"282,000
EGP","trending_up
+20,000
EGP","302,000
EGP",21/03/2022
1680210890-270,Hyundai Elantra HD Automatic / GL / SR / TINTED GLASS 2022,"261,900
EGP","trending_up
+20,100
EGP","282,000
EGP",1/3/2022
1680210890-271,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"397,000
EGP","trending_up
+40,000
EGP","437,000
EGP",31/10/2022
1680210890-272,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"392,000
EGP","trending_up
+5,000
EGP","397,000
EGP",30/09/2022
1680210890-273,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"352,000
EGP","trending_up
+40,000
EGP","392,000
EGP",1/9/2022
1680210890-274,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"342,000
EGP","trending_up
+10,000
EGP","352,000
EGP",1/8/2022
1680210890-275,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"337,000
EGP","trending_up
+5,000
EGP","342,000
EGP",2/7/2022
1680210890-276,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"332,000
EGP","trending_up
+5,000
EGP","337,000
EGP",16/06/2022
1680210890-277,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"327,000
EGP","trending_up
+5,000
EGP","332,000
EGP",1/6/2022
1680210890-278,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"315,000
EGP","trending_up
+12,000
EGP","327,000
EGP",7/4/2022
1680210890-279,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"295,000
EGP","trending_up
+20,000
EGP","315,000
EGP",21/03/2022
1680210890-280,Hyundai Elantra HD Automatic / GL / DAB / ABS / Tinted glass 2022,"274,900
EGP","trending_up
+20,100
EGP","295,000
EGP",1/3/2022
1680210890-281,Hyundai Accent HCI A/T / Smart Safety 2022,"545,000
EGP","trending_up
+40,000
EGP","585,000
EGP",15/01/2023
1680210890-282,Hyundai Accent HCI A/T / Smart Safety 2022,"495,000
EGP","trending_up
+50,000
EGP","545,000
EGP",10/1/2023
1680210890-283,Hyundai Accent HCI A/T / Smart Safety 2022,"390,000
EGP","trending_up
+105,000
EGP","495,000
EGP",2/1/2023
1680210890-284,Hyundai Accent HCI A/T / Smart Safety 2022,"350,000
EGP","trending_up
+40,000
EGP","390,000
EGP",1/9/2022
1680210890-285,Hyundai Accent HCI A/T / Smart Safety 2022,"345,000
EGP","trending_up
+5,000
EGP","350,000
EGP",15/06/2022
1680210890-286,Hyundai Accent HCI A/T / Smart Safety 2022,"315,000
EGP","trending_up
+30,000
EGP","345,000
EGP",7/4/2022
1680210890-287,Hyundai Accent HCI A/T / Smart Safety 2022,"285,000
EGP","trending_up
+30,000
EGP","315,000
EGP",21/03/2022
1680210890-288,Hyundai Accent HCI A/T / Smart Safety 2022,"282,000
EGP","trending_up
+3,000
EGP","285,000
EGP",31/10/2021
1680210890-289,Hyundai Accent HCI A/T / Smart Safety 2022,"280,000
EGP","trending_up
+2,000
EGP","282,000
EGP",3/10/2021
1680210890-290,Hyundai Accent HCI A/T / Smart Safety 2022,"277,000
EGP","trending_up
+3,000
EGP","280,000
EGP",4/9/2021
1680210890-291,Hyundai Accent HCI A/T / SMART FUN 2022,"565,000
EGP","trending_up
+40,000
EGP","605,000
EGP",15/01/2023
1680210890-292,Hyundai Accent HCI A/T / SMART FUN 2022,"545,000
EGP","trending_up
+20,000
EGP","565,000
EGP",10/1/2023
1680210890-293,Hyundai Accent HCI A/T / SMART FUN 2022,"510,000
EGP","trending_up
+35,000
EGP","545,000
EGP",10/1/2023
1680210890-294,Hyundai Accent HCI A/T / SMART FUN 2022,"390,000
EGP","trending_up
+120,000
EGP","510,000
EGP",2/1/2023
1680210890-295,Hyundai Accent HCI A/T / SMART FUN 2022,"350,009
EGP","trending_up
+39,991
EGP","390,000
EGP",1/9/2022
1680210890-296,Hyundai Accent HCI A/T / SMART FUN 2022,"345,000
EGP","trending_up
+5,000
EGP","350,000
EGP",15/06/2022
1680210890-297,Hyundai Accent HCI A/T / SMART FUN 2022,"315,000
EGP","trending_up
+30,000
EGP","345,000
EGP",7/4/2022
1680210890-298,Hyundai Accent HCI A/T / SMART FUN 2022,"285,000
EGP","trending_up
+60,000
EGP","345,000
EGP",21/03/2022
1680210890-299,Hyundai Accent HCI A/T / SMART FUN 2022,"282,000
EGP","trending_up
+3,000
EGP","285,000
EGP",31/10/2021
1680210890-300,Hyundai Accent HCI A/T / SMART FUN 2022,"280,000
EGP","trending_up
+2,000
EGP","282,000
EGP",3/10/2021
1680210890-301,Hyundai Accent HCI A/T / Smart Plus 2022,"585,000
EGP","trending_up
+45,000
EGP","630,000
EGP",15/01/2023
1680210890-302,Hyundai Accent HCI A/T / Smart Plus 2022,"530,000
EGP","trending_up
+55,000
EGP","585,000
EGP",10/1/2023
1680210890-303,Hyundai Accent HCI A/T / Smart Plus 2022,"410,000
EGP","trending_up
+120,000
EGP","530,000
EGP",2/1/2023
1680210890-304,Hyundai Accent HCI A/T / Smart Plus 2022,"370,000
EGP","trending_up
+40,000
EGP","410,000
EGP",1/9/2022
1680210890-305,Hyundai Accent HCI A/T / Smart Plus 2022,"365,000
EGP","trending_up
+5,000
EGP","370,000
EGP",15/06/2022
1680210890-306,Hyundai Accent HCI A/T / Smart Plus 2022,"335,000
EGP","trending_up
+30,000
EGP","365,000
EGP",7/4/2022
1680210890-307,Hyundai Accent HCI A/T / Smart Plus 2022,"305,000
EGP","trending_up
+30,000
EGP","335,000
EGP",21/03/2022
1680210890-308,Hyundai Accent HCI A/T / Smart Plus 2022,"302,000
EGP","trending_up
+3,000
EGP","305,000
EGP",31/10/2021
1680210890-309,Hyundai Accent HCI A/T / Smart Plus 2022,"300,000
EGP","trending_up
+2,000
EGP","302,000
EGP",3/10/2021
1680210890-310,Hyundai Accent HCI A/T / Smart Plus 2022,"297,000
EGP","trending_up
+3,000
EGP","300,000
EGP",4/9/2021
1680210890-311,Seat Leon A/T / FR 2022,"800,000
EGP","trending_up
+75,000
EGP","875,000
EGP",18/11/2022
1680210890-312,Seat Leon A/T / FR 2022,"685,000
EGP","trending_up
+115,000
EGP","800,000
EGP",13/10/2022
1680210890-313,Seat Leon A/T / FR 2022,"605,000
EGP","trending_up
+80,000
EGP","685,000
EGP",31/07/2022
1680210890-314,Seat Leon A/T / FR 2022,"555,000
EGP","trending_up
+50,000
EGP","605,000
EGP",2/6/2022
1680210890-315,Seat Leon A/T / FR 2022,"450,000
EGP","trending_up
+105,000
EGP","555,000
EGP",9/5/2022
1680210890-316,Seat Leon A/T / FR 2022,"435,000
EGP","trending_up
+15,000
EGP","450,000
EGP",12/1/2022
1680210890-317,Seat Leon A/T / FR 2022,"395,000
EGP","trending_up
+40,000
EGP","435,000
EGP",5/9/2021
1680210890-318,Hyundai Creta SU2 A/T / SMART PLUS 2022,"550,000
EGP","trending_up
+20,000
EGP","570,000
EGP",30/09/2022
1680210890-319,Hyundai Creta SU2 A/T / SMART PLUS 2022,"500,000
EGP","trending_up
+50,000
EGP","550,000
EGP",1/9/2022
1680210890-320,Hyundai Creta SU2 A/T / SMART PLUS 2022,"475,000
EGP","trending_up
+25,000
EGP","500,000
EGP",1/8/2022
1680210890-321,Hyundai Creta SU2 A/T / SMART PLUS 2022,"470,000
EGP","trending_up
+5,000
EGP","475,000
EGP",15/06/2022
1680210890-322,Hyundai Creta SU2 A/T / SMART PLUS 2022,"425,000
EGP","trending_up
+45,000
EGP","470,000
EGP",7/4/2022
1680210890-323,Hyundai Creta SU2 A/T / SMART PLUS 2022,"385,000
EGP","trending_up
+40,000
EGP","425,000
EGP",21/03/2022
1680210890-324,Hyundai Creta SU2 A/T / SMART PLUS 2022,"382,000
EGP","trending_up
+3,000
EGP","385,000
EGP",31/10/2021
1680210890-325,Hyundai Creta SU2 A/T / SMART PLUS 2022,"380,000
EGP","trending_up
+2,000
EGP","382,000
EGP",3/10/2021
1680210890-326,Hyundai Creta SU2 A/T / SMART PLUS 2022,"375,000
EGP","trending_up
+5,000
EGP","380,000
EGP",6/9/2021
1680210890-327,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"620,000
EGP","trending_up
+50,000
EGP","670,000
EGP",26/09/2022
1680210890-328,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"610,000
EGP","trending_up
+10,000
EGP","620,000
EGP",29/06/2022
1680210890-329,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"562,000
EGP","trending_up
+48,000
EGP","610,000
EGP",11/6/2022
1680210890-330,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"560,000
EGP","trending_up
+2,000
EGP","562,000
EGP",11/4/2022
1680210890-331,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"510,000
EGP","trending_up
+50,000
EGP","560,000
EGP",21/03/2022
1680210890-332,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"505,000
EGP","trending_up
+5,000
EGP","510,000
EGP",5/3/2022
1680210890-333,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"500,000
EGP","trending_up
+5,000
EGP","505,000
EGP",23/11/2021
1680210890-334,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"490,000
EGP","trending_up
 +10,000
EGP","500,000
EGP",19/10/2021
1680210890-335,Mitsubishi Eclipse Cross A/T / Instyle GLS 2022,"485,000
EGP","trending_up
+5,000
EGP","490,000
EGP",7/9/2021
1680210890-336,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"660,000
EGP","trending_up
+50,000
EGP","710,000
EGP",26/09/2022
1680210890-337,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"650,000
EGP","trending_up
+10,000
EGP","660,000
EGP",29/06/2022
1680210890-338,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"602,000
EGP","trending_up
+48,000
EGP","650,000
EGP",11/6/2022
1680210890-339,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"610,000
EGP","trending_down
-8,000
EGP","602,000
EGP",11/4/2022
1680210890-340,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"560,000
EGP","trending_up
+50,000
EGP","610,000
EGP",21/03/2022
1680210890-341,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"555,000
EGP","trending_up
+5,000
EGP","560,000
EGP",5/3/2022
1680210890-342,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"550,000
EGP","trending_up
+5,000
EGP","555,000
EGP",23/11/2021
1680210890-343,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"540,000
EGP","trending_up
+10,000
EGP","550,000
EGP",19/10/2021
1680210890-344,Mitsubishi Eclipse Cross A/T / Infinity GLS 2022,"535,000
EGP","trending_up
+5,000
EGP","540,000
EGP",7/9/2021
1680210890-345,Mitsubishi Xpander Automatic / Midline 2022,"429,000
EGP","trending_up
+51,000
EGP","480,000
EGP",26/09/2022
1680210890-346,Mitsubishi Xpander Automatic / Midline 2022,"419,000
EGP","trending_up
+10,000
EGP","429,000
EGP",25/07/2022
1680210890-347,Mitsubishi Xpander Automatic / Midline 2022,"408,990
EGP","trending_up
+10,010
EGP","419,000
EGP",29/06/2022
1680210890-348,Mitsubishi Xpander Automatic / Midline 2022,"376,000
EGP","trending_up
+32,990
EGP","408,990
EGP",11/6/2022
1680210890-349,Mitsubishi Xpander Automatic / Midline 2022,"390,000
EGP","trending_down
-14,000
EGP","376,000
EGP",11/4/2022
1680210890-350,Mitsubishi Xpander Automatic / Midline 2022,"340,000
EGP","trending_up
+50,000
EGP","390,000
EGP",21/03/2022
1680210890-351,Mitsubishi Xpander Automatic / Midline 2022,"335,000
EGP","trending_up
+5,000
EGP","340,000
EGP",5/3/2022
1680210890-352,Mitsubishi Xpander Automatic / Midline 2022,"330,000
EGP","trending_up
+5,000
EGP","335,000
EGP",23/11/2021
1680210890-353,Mitsubishi Xpander Automatic / Midline 2022,"325,000
EGP","trending_up
+5,000
EGP","330,000
EGP",19/10/2021
1680210890-354,Mitsubishi Xpander Automatic / Midline 2022,"320,000
EGP","trending_up
+5,000
EGP","325,000
EGP",29/09/2021
1680210890-355,Mitsubishi Xpander Automatic / HL 2022,"454,000
EGP","trending_up
+51,000
EGP","505,000
EGP",26/09/2022
1680210890-356,Mitsubishi Xpander Automatic / HL 2022,"444,000
EGP","trending_up
+10,000
EGP","454,000
EGP",25/07/2022
1680210890-357,Mitsubishi Xpander Automatic / HL 2022,"434,000
EGP","trending_up
+10,000
EGP","444,000
EGP",29/06/2022
1680210890-358,Mitsubishi Xpander Automatic / HL 2022,"408,990
EGP","trending_up
+25,010
EGP","434,000
EGP",11/6/2022
1680210890-359,Mitsubishi Xpander Automatic / HL 2022,"415,000
EGP","trending_down
-13,000
EGP","402,000
EGP",11/4/2022
1680210890-360,Mitsubishi Xpander Automatic / HL 2022,"365,000
EGP","trending_up
+50,000
EGP","415,000
EGP",21/03/2022
1680210890-361,Mitsubishi Xpander Automatic / HL 2022,"360,000
EGP","trending_up
+5,000
EGP","365,000
EGP",5/3/2022
1680210890-362,Mitsubishi Xpander Automatic / HL 2022,"355,000
EGP","trending_up
+5,000
EGP","360,000
EGP",23/11/2021
1680210890-363,Mitsubishi Xpander Automatic / HL 2022,"350,000
EGP","trending_up
+5,000
EGP","355,000
EGP",19/10/2021
1680210890-364,Mitsubishi Xpander Automatic / HL 2022,"345,000
EGP","trending_up
+5,000
EGP","350,000
EGP",29/09/2021
1680210890-365,Byd F3 Manual 2022,"215,000
EGP","trending_up
+14,500
EGP","229,500
EGP",3/4/2022
1680210890-366,Byd F3 Manual 2022,"205,000
EGP","trending_up
+30,000
EGP","235,000
EGP",22/03/2022
1680210890-367,Byd F3 Manual 2022,"197,000
EGP","trending_up
+8,000
EGP","205,000
EGP",4/11/2021
1680210890-368,Byd F3 Manual 2022,"191,000
EGP","trending_up
+6,000
EGP","197,000
EGP",16/10/2021
1680210890-369,Byd F3 Manual 2022,"188,000
EGP","trending_up
+3,000
EGP","191,000
EGP",4/10/2021
1680210890-370,Byd F3 Manual 2022,"180,000
EGP","trending_up
+8,000
EGP","188,000
EGP",13/09/2021
1680210890-371,Byd F3 Manual 2022,"177,000
EGP","trending_up
+3,000
EGP","180,000
EGP",16/08/2021
1680210890-372,Byd F3 Automtic / Full Option 2022,"235,000
EGP","trending_up
+24,500
EGP","259,500
EGP",3/4/2022
1680210890-373,Byd F3 Automtic / Full Option 2022,"225,000
EGP","trending_up
+33,000
EGP","258,000
EGP",22/03/2022
1680210890-374,Byd F3 Automtic / Full Option 2022,"218,000
EGP","trending_up
+7,000
EGP","225,000
EGP",4/11/2021
1680210890-375,Byd F3 Automtic / Full Option 2022,"211,000
EGP","trending_up
+7,000
EGP","218,000
EGP",16/10/2021
1680210890-376,Byd F3 Automtic / Full Option 2022,"208,000
EGP","trending_up
+3,000
EGP","211,000
EGP",4/10/2021
1680210890-377,Byd F3 Automtic / Full Option 2022,"200,000
EGP","trending_up
+8,000
EGP","208,000
EGP",13/09/2021
1680210890-378,Skoda Octavia A8 Automtic / RS 2022,"1,500,000
EGP","trending_up
+25,000
EGP","1,525,000
EGP",5/3/2023
1680210890-379,Skoda Octavia A8 Automtic / RS 2022,"1,400,000
EGP","trending_up
+100,000
EGP","1,500,000
EGP",17/01/2023
1680210890-380,Skoda Octavia A8 Automtic / RS 2022,"1,300,000
EGP","trending_up
+100,000
EGP","1,400,000
EGP",14/12/2022
1680210890-381,Skoda Octavia A8 Automtic / RS 2022,"1,200,000
EGP","trending_up
+100,000
EGP","1,300,000
EGP",5/12/2022
1680210890-382,Skoda Octavia A8 Automtic / RS 2022,"850,000
EGP","trending_up
+350,000
EGP","1,200,000
EGP",20/09/2022
1680210890-383,Skoda Octavia A8 Automtic / RS 2022,"710,000
EGP","trending_up
+140,000
EGP","850,000
EGP",20/09/2022
1680210890-384,Skoda Octavia A8 Automtic / RS 2022,"695,000
EGP","trending_up
+15,000
EGP","710,000
EGP",28/02/2022
